
0.780000	0.061690	0.093978	0.068407	0.063174	0.061234
0.800000	0.058824	0.087477	0.064243	0.060030	0.063061
0.820000	0.056148	0.081175	0.060515	0.057135	0.063059
0.840000	0.053648	0.075113	0.057168	0.054466	0.059669
0.860000	0.051308	0.069332	0.054148	0.051998	0.052995
0.880000	0.049116	0.063876	0.051405	0.049701	0.045343
0.900000	0.047059	0.058793	0.048899	0.047547	0.040536
0.920000	0.045126	0.054133	0.046595	0.045516	0.041496
0.940000	0.043309	0.049948	0.044471	0.043606	0.046549
0.960000	0.041597	0.046293	0.042508	0.041827	0.047435
0.980000	0.039984	0.043228	0.040691	0.040180	0.037059
1.000000	0.038462	0.040813	0.038994	0.038596	0.044391
