
0.780000	0.061690	2.793765	-1253.828169	-185.435031	-0.445868
0.800000	0.058824	2.963462	-1489.010011	-270.486336	0.058824
0.820000	0.056148	3.141842	-1762.873384	-389.316976	1.135307
0.840000	0.053648	3.329195	-2080.933497	-553.555235	2.674355
0.860000	0.051308	3.525818	-2449.376997	-778.291982	4.069132
0.880000	0.049116	3.732011	-2875.130375	-1082.968886	3.945073
0.900000	0.047059	3.948077	-3365.934050	-1492.461644	0.047059
0.920000	0.045126	4.174326	-3930.422498	-2038.394509	-10.334508
0.940000	0.043309	4.411072	-4578.210806	-2760.728060	-28.662567
0.960000	0.041597	4.658634	-5319.988054	-3709.668556	-50.864415
0.980000	0.039984	4.917334	-6167.617951	-4947.954351	-58.238141
1.000000	0.038462	5.187500	-7134.247172	-6553.582948	0.038462
