0.999828	0.012564
0.999484	0.025126
0.998968	0.037683
0.998280	0.050234
0.997419	0.062777
0.996387	0.075308
0.995183	0.087827
0.993808	0.100330
0.992260	0.112816
0.990542	0.125283
0.988652	0.137728
0.986591	0.150149
0.984359	0.162544
0.981956	0.174911
0.979383	0.187247
0.976640	0.199552
0.973727	0.211821
0.970645	0.224053
0.967393	0.236247
0.963973	0.248399
0.960385	0.260508
0.956628	0.272571
0.952705	0.284587
0.948614	0.296553
0.944357	0.308466
0.939933	0.320326
0.935345	0.332129
0.930591	0.343873
0.925673	0.355557
0.920591	0.367178
0.915346	0.378734
0.909939	0.390223
0.904370	0.401642
0.898640	0.412990
0.892750	0.424264
0.886700	0.435462
0.880492	0.446582
0.874125	0.457623
0.867601	0.468580
0.860921	0.479454
0.854086	0.490241
0.847096	0.500939
0.839952	0.511547
0.832656	0.522061
0.825208	0.532480
0.817609	0.542802
0.809861	0.553025
0.801964	0.563147
0.793920	0.573164
0.785729	0.583077
0.777394	0.592881
0.768914	0.602576
0.760291	0.612158
0.751527	0.621627
0.742622	0.630979
0.733578	0.640213
0.724397	0.649327
0.715079	0.658319
0.705626	0.667186
0.696039	0.675927
0.686320	0.684540
0.676470	0.693022
0.666491	0.701371
0.656384	0.709586
0.646150	0.717665
0.635792	0.725605
0.625311	0.733404
0.614708	0.741061
0.603986	0.748573
0.593145	0.755940
0.582188	0.763157
0.571117	0.770225
0.559932	0.777140
0.548637	0.783901
0.537232	0.790506
0.525720	0.796953
0.514102	0.803241
0.502381	0.809367
0.490559	0.815329
0.478637	0.821126
0.466618	0.826756
0.454504	0.832217
0.442296	0.837508
0.429997	0.842626
0.417610	0.847570
0.405135	0.852338
0.392577	0.856928
0.379936	0.861339
0.367215	0.865569
0.354417	0.869617
0.341544	0.873480
0.328598	0.877157
0.315582	0.880648
0.302498	0.883949
0.289349	0.887059
0.276137	0.889978
0.262865	0.892703
0.249536	0.895233
0.236152	0.897567
0.222717	0.899703
0.209231	0.901639
0.195700	0.903376
0.182124	0.904910
0.168508	0.906242
0.154854	0.907369
0.141164	0.908290
0.127443	0.909005
0.113692	0.909512
0.099915	0.909809
0.086115	0.909897
0.072296	0.909773
0.058459	0.909438
0.044608	0.908889
0.030748	0.908126
0.016879	0.907148
0.003007	0.905954
-0.010866	0.904544
-0.024736	0.902916
-0.038600	0.901070
-0.052455	0.899006
-0.066298	0.896722
-0.080124	0.894218
-0.093930	0.891494
-0.107713	0.888548
-0.121469	0.885382
-0.135194	0.881993
-0.148886	0.878382
-0.162540	0.874550
-0.176152	0.870494
-0.189720	0.866216
-0.203238	0.861715
-0.216704	0.856991
-0.230114	0.852044
-0.243464	0.846874
-0.256749	0.841482
-0.269967	0.835868
-0.283113	0.830031
-0.296183	0.823972
-0.309174	0.817692
-0.322081	0.811192
-0.334901	0.804470
-0.347629	0.797529
-0.360262	0.790369
-0.372795	0.782991
-0.385224	0.775395
-0.397546	0.767582
-0.409757	0.759554
-0.421851	0.751312
-0.433826	0.742856
-0.445677	0.734187
-0.457400	0.725308
-0.468991	0.716219
-0.480445	0.706923
-0.491759	0.697419
-0.502929	0.687711
-0.513950	0.677800
-0.524818	0.667687
-0.535530	0.657375
-0.546080	0.646865
-0.556466	0.636160
-0.566682	0.625261
-0.576726	0.614172
-0.586592	0.602893
-0.596277	0.591429
-0.605776	0.579780
-0.615087	0.567951
-0.624204	0.555943
-0.633124	0.543759
-0.641842	0.531403
-0.650356	0.518877
-0.658661	0.506184
-0.666753	0.493327
-0.674628	0.480311
-0.682283	0.467137
-0.689714	0.453811
-0.696918	0.440334
-0.703890	0.426711
-0.710627	0.412946
-0.717126	0.399042
-0.723383	0.385004
-0.729395	0.370835
-0.735158	0.356540
-0.740669	0.342123
-0.745925	0.327587
-0.750922	0.312939
-0.755659	0.298181
-0.760131	0.283319
-0.764336	0.268358
-0.768270	0.253301
-0.771932	0.238155
-0.775318	0.222924
-0.778426	0.207612
-0.781254	0.192226
-0.783798	0.176770
-0.786058	0.161250
-0.788029	0.145671
-0.789711	0.130039
-0.791102	0.114358
-0.792199	0.098635
-0.793001	0.082875
-0.793506	0.067084
-0.793713	0.051268
-0.793620	0.035433
-0.793225	0.019584
-0.792529	0.003728
-0.791529	-0.012130
-0.790226	-0.027983
-0.788617	-0.043826
-0.786702	-0.059651
-0.784482	-0.075453
-0.781955	-0.091226
-0.779122	-0.106962
-0.775981	-0.122657
-0.772535	-0.138303
-0.768781	-0.153895
-0.764722	-0.169425
-0.760357	-0.184887
-0.755687	-0.200276
-0.750713	-0.215583
-0.745436	-0.230804
-0.739857	-0.245931
-0.733977	-0.260958
-0.727798	-0.275879
-0.721321	-0.290687
-0.714548	-0.305376
-0.707481	-0.319939
-0.700123	-0.334370
-0.692474	-0.348662
-0.684538	-0.362810
-0.676317	-0.376807
-0.667814	-0.390647
-0.659032	-0.404323
-0.649973	-0.417830
-0.640641	-0.431161
-0.631039	-0.444310
-0.621171	-0.457272
-0.611040	-0.470041
-0.600651	-0.482610
-0.590005	-0.494974
-0.579109	-0.507128
-0.567966	-0.519065
-0.556581	-0.530781
-0.544957	-0.542270
-0.533101	-0.553527
-0.521015	-0.564546
-0.508706	-0.575322
-0.496178	-0.585852
-0.483436	-0.596129
-0.470486	-0.606149
-0.457333	-0.615907
-0.443982	-0.625400
-0.430440	-0.634623
-0.416711	-0.643571
-0.402802	-0.652240
-0.388719	-0.660627
-0.374468	-0.668728
-0.360054	-0.676540
-0.345484	-0.684058
-0.330764	-0.691279
-0.315901	-0.698201
