	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
	0.376030	1.504120	3.384271	6.016482	9.400753	13.537084
